"Scenario","Region","Variable","Year","Value"
"Current Measures","Nova Scotia","Solar (Distributed)",2047,22.5380423
"Current Measures","Nova Scotia","Solar (Utility scale)",2047,456.151606
"Current Measures","Nova Scotia","Total",2047,13790.2798665
"Current Measures","Northwest Territories","Hydro",2047,346.3433082
"Current Measures","Northwest Territories","Natural Gas",2047,0
"Current Measures","Northwest Territories","Oil",2047,10.97547408
"Current Measures","Northwest Territories","Onshore Wind",2047,20.22058499
"Current Measures","Northwest Territories","Solar (Distributed)",2047,0.525031349
"Current Measures","Northwest Territories","Solar (Utility scale)",2047,2.705771083
"Current Measures","Northwest Territories","Total",2047,380.770169702
"Current Measures","Nunavut","Bioenergy",2047,174.9148561
"Current Measures","Nunavut","Oil",2047,88.2949618
"Current Measures","Nunavut","Onshore Wind",2047,90.83043942
"Current Measures","Nunavut","Solar (Distributed)",2047,0.247743178
"Current Measures","Nunavut","Solar (Utility scale)",2047,43.87488283
"Current Measures","Nunavut","Total",2047,398.162883328
"Current Measures","Ontario","Bioenergy",2047,1945.00109
"Current Measures","Ontario","Hydro",2047,37223.9839
"Current Measures","Ontario","Natural Gas",2047,11391.17732
"Current Measures","Ontario","Oil",2047,0
"Current Measures","Ontario","Onshore Wind",2047,85198.45965
"Current Measures","Ontario","Solar (Distributed)",2047,4221.315273
"Current Measures","Ontario","Solar (Utility scale)",2047,12388.20552
"Current Measures","Ontario","Uranium",2047,81102.28205
"Current Measures","Ontario","Uranium SMR",2047,1748.741525
"Current Measures","Ontario","Total",2047,235219.166328
"Current Measures","Prince Edward Island","Bioenergy",2047,89.93373054
"Current Measures","Prince Edward Island","Oil",2047,3.700441269
"Current Measures","Prince Edward Island","Onshore Wind",2047,2848.522757
"Current Measures","Prince Edward Island","Solar (Distributed)",2047,4.610654382
"Current Measures","Prince Edward Island","Solar (Utility scale)",2047,103.6090061
"Current Measures","Prince Edward Island","Total",2047,3050.376589291
"Current Measures","Quebec","Bioenergy",2047,21645.08537
"Current Measures","Quebec","Hydro",2047,248626.9052
"Current Measures","Quebec","Natural Gas",2047,0
"Current Measures","Quebec","Oil",2047,320.616
"Current Measures","Quebec","Onshore Wind",2047,35305.96351
"Current Measures","Quebec","Solar (Distributed)",2047,393.3501783
"Current Measures","Quebec","Solar (Utility scale)",2047,2427.045752
"Current Measures","Quebec","Total",2047,308718.9660103
"Current Measures","Saskatchewan","Bioenergy",2047,211.6060718
"Current Measures","Saskatchewan","Coal and Coke",2047,0
"Current Measures","Saskatchewan","Coal with CCUS",2047,654.81
"Current Measures","Saskatchewan","Hydro",2047,3787.495723
"Current Measures","Saskatchewan","Natural Gas",2047,8405.447456
"Current Measures","Saskatchewan","Oil",2047,0
"Current Measures","Saskatchewan","Onshore Wind",2047,17053.23696
"Current Measures","Saskatchewan","Solar (Distributed)",2047,273.462009
"Current Measures","Saskatchewan","Solar (Utility scale)",2047,5991.908722
"Current Measures","Saskatchewan","Total",2047,36377.9669418
"Current Measures","Yukon","Bioenergy",2047,6.048762609
"Current Measures","Yukon","Hydro",2047,453.7842001
"Current Measures","Yukon","Natural Gas",2047,70.43646514
"Current Measures","Yukon","Oil",2047,22.334277
"Current Measures","Yukon","Onshore Wind",2047,14.57229873
"Current Measures","Yukon","Solar (Distributed)",2047,0.603947568
"Current Measures","Yukon","Solar (Utility scale)",2047,46.87613516
"Current Measures","Yukon","Total",2047,614.656086307
"Global Net-zero","Alberta","Bioenergy",2047,927.285430599999
"Global Net-zero","Alberta","Bioenergy with CCUS",2047,20980.2
"Global Net-zero","Alberta","Coal and Coke",2047,0
"Global Net-zero","Alberta","Hydro",2047,1312.821169
"Global Net-zero","Alberta","Natural Gas",2047,543.2637491
"Global Net-zero","Alberta","Natural Gas with CCUS",2047,20447.5627
"Global Net-zero","Alberta","Oil",2047,0
"Global Net-zero","Alberta","Onshore Wind",2047,50240.5558
"Global Net-zero","Alberta","Solar (Distributed)",2047,2795.7482
"Global Net-zero","Alberta","Solar (Utility scale)",2047,22291.61907
"Global Net-zero","Alberta","Uranium SMR",2047,8543.509194
"Global Net-zero","Alberta","Total",2047,128082.5653127
"Global Net-zero","British Columbia","Bioenergy",2047,2268.94957832
"Global Net-zero","British Columbia","Bioenergy with CCUS",2047,2233.8
"Global Net-zero","British Columbia","Hydro",2047,61950.4915
"Global Net-zero","British Columbia","Natural Gas",2047,193.4331203
"Global Net-zero","British Columbia","Natural Gas with CCUS",2047,3155.22008
"Global Net-zero","British Columbia","Oil",2047,0
"Global Net-zero","British Columbia","Onshore Wind",2047,24195.5465
"Global Net-zero","British Columbia","Solar (Distributed)",2047,1684.728654
"Global Net-zero","British Columbia","Solar (Utility scale)",2047,10614.27329
"Global Net-zero","British Columbia","Uranium SMR",2047,13860.25861
"Global Net-zero","British Columbia","Total",2047,120156.70133262
"Global Net-zero","Manitoba","Bioenergy",2047,66.87413566
"Global Net-zero","Manitoba","Hydro",2047,49889.40805
"Global Net-zero","Manitoba","Natural Gas",2047,0
"Global Net-zero","Manitoba","Oil",2047,0
"Global Net-zero","Manitoba","Onshore Wind",2047,1409.908769
"Global Net-zero","Manitoba","Solar (Distributed)",2047,99.92905201
"Global Net-zero","Manitoba","Solar (Utility scale)",2047,237.4264633
"Global Net-zero","Manitoba","Uranium SMR",2047,11311.25258
"Global Net-zero","Manitoba","Total",2047,63014.7990499699
"Global Net-zero","New Brunswick","Bioenergy",2047,184.4966932
"Global Net-zero","New Brunswick","Coal and Coke",2047,0
"Global Net-zero","New Brunswick","Hydro",2047,2842.801011
"Global Net-zero","New Brunswick","Natural Gas",2047,0
"Global Net-zero","New Brunswick","Oil",2047,28.9300779
"Global Net-zero","New Brunswick","Onshore Wind",2047,8440.165553
"Global Net-zero","New Brunswick","Solar (Distributed)",2047,40.59059126
"Global Net-zero","New Brunswick","Solar (Utility scale)",2047,347.2674588
"Global Net-zero","New Brunswick","Uranium",2047,4503.151865
"Global Net-zero","New Brunswick","Uranium SMR",2047,4672.495213
"Global Net-zero","New Brunswick","Total",2047,21059.89846316
"Global Net-zero","Newfoundland and Labrador","Hydro",2047,46547.64443
"Global Net-zero","Newfoundland and Labrador","Natural Gas",2047,10.45107925
"Global Net-zero","Newfoundland and Labrador","Oil",2047,7.0296
"Global Net-zero","Newfoundland and Labrador","Onshore Wind",2047,194.4986979
"Global Net-zero","Newfoundland and Labrador","Solar (Distributed)",2047,22.0024024
"Global Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2047,0.019396747
"Global Net-zero","Newfoundland and Labrador","Total",2047,46781.645606297
"Global Net-zero","Nova Scotia","Bioenergy",2047,224.3350256
"Global Net-zero","Nova Scotia","Coal and Coke",2047,0
"Global Net-zero","Nova Scotia","Hydro",2047,495.9985405
"Global Net-zero","Nova Scotia","Natural Gas",2047,74.88423274
"Global Net-zero","Nova Scotia","Offshore Wind",2047,22521.20521
"Global Net-zero","Nova Scotia","Oil",2047,1.982836302
"Global Net-zero","Nova Scotia","Onshore Wind",2047,2121.481256
"Global Net-zero","Nova Scotia","Solar (Distributed)",2047,35.10358919
"Global Net-zero","Nova Scotia","Solar (Utility scale)",2047,135.4531863
"Global Net-zero","Nova Scotia","Total",2047,25610.443876632
"Global Net-zero","Northwest Territories","Hydro",2047,519.1717285
"Global Net-zero","Northwest Territories","Natural Gas",2047,33.4182475
"Global Net-zero","Northwest Territories","Oil",2047,13.04372617
"Global Net-zero","Northwest Territories","Onshore Wind",2047,37.86329261
"Global Net-zero","Northwest Territories","Solar (Distributed)",2047,0.970434193
"Global Net-zero","Northwest Territories","Solar (Utility scale)",2047,63.17045728
"Global Net-zero","Northwest Territories","Total",2047,667.637886252999
"Global Net-zero","Nunavut","Oil",2047,336.8939191
"Global Net-zero","Nunavut","Onshore Wind",2047,92.31342757
"Global Net-zero","Nunavut","Solar (Distributed)",2047,0.595208104
"Global Net-zero","Nunavut","Solar (Utility scale)",2047,44.7133165
"Global Net-zero","Nunavut","Total",2047,474.515871274
"Global Net-zero","Ontario","Bioenergy",2047,2312.5049643
"Global Net-zero","Ontario","Bioenergy with CCUS",2047,2233.8
"Global Net-zero","Ontario","Hydro",2047,41081.49871
"Global Net-zero","Ontario","Natural Gas",2047,4648.985034
"Global Net-zero","Ontario","Natural Gas with CCUS",2047,32879.42155
"Global Net-zero","Ontario","Oil",2047,0
"Global Net-zero","Ontario","Onshore Wind",2047,187681.3713
"Global Net-zero","Ontario","Solar (Distributed)",2047,5114.660702
"Global Net-zero","Ontario","Solar (Utility scale)",2047,12298.56262
"Global Net-zero","Ontario","Uranium",2047,87078.09215
"Global Net-zero","Ontario","Uranium SMR",2047,77885.22716
"Global Net-zero","Ontario","Total",2047,453214.1241903
"Global Net-zero","Prince Edward Island","Bioenergy",2047,4.5801
"Global Net-zero","Prince Edward Island","Oil",2047,0
"Global Net-zero","Prince Edward Island","Onshore Wind",2047,1442.664606
"Global Net-zero","Prince Edward Island","Solar (Distributed)",2047,5.476219285
"Global Net-zero","Prince Edward Island","Solar (Utility scale)",2047,149.7087822
"Global Net-zero","Prince Edward Island","Uranium SMR",2047,2671.337781
"Global Net-zero","Prince Edward Island","Total",2047,4273.767488485
"Global Net-zero","Quebec","Bioenergy",2047,1717.233023
"Global Net-zero","Quebec","Hydro",2047,263563.257
"Global Net-zero","Quebec","Natural Gas",2047,0
"Global Net-zero","Quebec","Oil",2047,324.02365
"Global Net-zero","Quebec","Onshore Wind",2047,18399.58551
"Global Net-zero","Quebec","Solar (Distributed)",2047,786.7003566
"Global Net-zero","Quebec","Solar (Utility scale)",2047,742.3615997
"Global Net-zero","Quebec","Uranium SMR",2047,18319.29195
"Global Net-zero","Quebec","Total",2047,303852.453089299
"Global Net-zero","Saskatchewan","Bioenergy",2047,140.3570063
"Global Net-zero","Saskatchewan","Bioenergy with CCUS",2047,17169.6
"Global Net-zero","Saskatchewan","Coal and Coke",2047,0
"Global Net-zero","Saskatchewan","Coal with CCUS",2047,0
"Global Net-zero","Saskatchewan","Hydro",2047,4094.165306
"Global Net-zero","Saskatchewan","Natural Gas",2047,72.38046108
"Global Net-zero","Saskatchewan","Natural Gas with CCUS",2047,2558.672091
"Global Net-zero","Saskatchewan","Oil",2047,0
"Global Net-zero","Saskatchewan","Onshore Wind",2047,15870.95042
"Global Net-zero","Saskatchewan","Solar (Distributed)",2047,507.3462734
"Global Net-zero","Saskatchewan","Solar (Utility scale)",2047,1702.898166
"Global Net-zero","Saskatchewan","Uranium SMR",2047,6703.217025
"Global Net-zero","Saskatchewan","Total",2047,48819.58674878
"Global Net-zero","Yukon","Bioenergy",2047,12.848582716
"Global Net-zero","Yukon","Hydro",2047,460.5116838
"Global Net-zero","Yukon","Natural Gas",2047,137.5932921
"Global Net-zero","Yukon","Oil",2047,88.21542937
"Global Net-zero","Yukon","Onshore Wind",2047,52.29950692
"Global Net-zero","Yukon","Solar (Distributed)",2047,1.066515263
"Global Net-zero","Yukon","Solar (Utility scale)",2047,60.36288336
"Global Net-zero","Yukon","Total",2047,812.897893529
"Canada Net-zero","Alberta","Bioenergy",2048,958.5501785
"Canada Net-zero","Alberta","Bioenergy with CCUS",2048,22469.4
"Canada Net-zero","Alberta","Coal and Coke",2048,0
"Canada Net-zero","Alberta","Hydro",2048,1333.703042
"Canada Net-zero","Alberta","Hydrogen",2048,1028.215865
"Canada Net-zero","Alberta","Natural Gas",2048,752.2241093
"Canada Net-zero","Alberta","Natural Gas with CCUS",2048,23014.73529
"Canada Net-zero","Alberta","Oil",2048,0
"Canada Net-zero","Alberta","Onshore Wind",2048,69155.16662
"Canada Net-zero","Alberta","Solar (Distributed)",2048,2871.308962
"Canada Net-zero","Alberta","Solar (Utility scale)",2048,25480.80082
"Canada Net-zero","Alberta","Uranium SMR",2048,14648.13517
"Canada Net-zero","Alberta","Total",2048,161712.2400568
"Canada Net-zero","British Columbia","Bioenergy",2048,2791.81857396999
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2048,2365.2
"Canada Net-zero","British Columbia","Hydro",2048,60693.10955
"Canada Net-zero","British Columbia","Natural Gas",2048,1009.70574
"Canada Net-zero","British Columbia","Natural Gas with CCUS",2048,1552.192632
"Canada Net-zero","British Columbia","Oil",2048,0
"Canada Net-zero","British Columbia","Onshore Wind",2048,36285.72622
"Canada Net-zero","British Columbia","Solar (Distributed)",2048,1698.550143
"Canada Net-zero","British Columbia","Solar (Utility scale)",2048,14252.51453
"Canada Net-zero","British Columbia","Uranium SMR",2048,13876.59352
"Canada Net-zero","British Columbia","Total",2048,134525.41090897
"Canada Net-zero","Manitoba","Bioenergy",2048,69.29981688
"Canada Net-zero","Manitoba","Hydro",2048,49984.38509
"Canada Net-zero","Manitoba","Natural Gas",2048,0
"Canada Net-zero","Manitoba","Oil",2048,0
"Canada Net-zero","Manitoba","Onshore Wind",2048,1393.260287
"Canada Net-zero","Manitoba","Solar (Distributed)",2048,101.4205304
"Canada Net-zero","Manitoba","Solar (Utility scale)",2048,9.892769117
"Canada Net-zero","Manitoba","Uranium SMR",2048,14885.48831
"Canada Net-zero","Manitoba","Total",2048,66443.746803397
"Canada Net-zero","New Brunswick","Bioenergy",2048,149.7414275
"Canada Net-zero","New Brunswick","Coal and Coke",2048,0
"Canada Net-zero","New Brunswick","Hydro",2048,2869.564848
"Canada Net-zero","New Brunswick","Natural Gas",2048,0
"Canada Net-zero","New Brunswick","Oil",2048,39.25996262
"Canada Net-zero","New Brunswick","Onshore Wind",2048,7748.425605
"Canada Net-zero","New Brunswick","Solar (Distributed)",2048,42.40126063
"Canada Net-zero","New Brunswick","Solar (Utility scale)",2048,48.1292859
"Canada Net-zero","New Brunswick","Uranium",2048,4475.761391
"Canada Net-zero","New Brunswick","Uranium SMR",2048,5920.215326
"Canada Net-zero","New Brunswick","Total",2048,21293.49910665
"Canada Net-zero","Newfoundland and Labrador","Hydro",2048,46529.06518
"Canada Net-zero","Newfoundland and Labrador","Natural Gas",2048,19.40060348
"Canada Net-zero","Newfoundland and Labrador","Oil",2048,18.868260635
"Canada Net-zero","Newfoundland and Labrador","Onshore Wind",2048,194.4986979
"Canada Net-zero","Newfoundland and Labrador","Solar (Distributed)",2048,22.682428
"Canada Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2048,0.019396747
"Canada Net-zero","Newfoundland and Labrador","Total",2048,46784.534566762
"Canada Net-zero","Nova Scotia","Bioenergy",2048,223.099335
"Canada Net-zero","Nova Scotia","Coal and Coke",2048,0
"Canada Net-zero","Nova Scotia","Hydro",2048,502.5476111
"Canada Net-zero","Nova Scotia","Natural Gas",2048,150.3261443
"Canada Net-zero","Nova Scotia","Offshore Wind",2048,22495.12218
"Canada Net-zero","Nova Scotia","Oil",2048,11.97159834
"Canada Net-zero","Nova Scotia","Onshore Wind",2048,2780.747478
"Canada Net-zero","Nova Scotia","Solar (Distributed)",2048,37.27745794
"Canada Net-zero","Nova Scotia","Solar (Utility scale)",2048,0.539401307
"Canada Net-zero","Nova Scotia","Total",2048,26201.631205987
"Canada Net-zero","Northwest Territories","Hydro",2048,609.419012
"Canada Net-zero","Northwest Territories","Natural Gas",2048,38.30864767
"Canada Net-zero","Northwest Territories","Oil",2048,18.95506733
"Canada Net-zero","Northwest Territories","Onshore Wind",2048,78.90824728
"Canada Net-zero","Northwest Territories","Solar (Distributed)",2048,0.970811647
"Canada Net-zero","Northwest Territories","Solar (Utility scale)",2048,60.71560612
"Canada Net-zero","Northwest Territories","Total",2048,807.277392046999
"Canada Net-zero","Nunavut","Oil",2048,362.389109
"Canada Net-zero","Nunavut","Onshore Wind",2048,92.38005602
"Canada Net-zero","Nunavut","Solar (Distributed)",2048,0.601013914
"Canada Net-zero","Nunavut","Solar (Utility scale)",2048,44.80170573
"Canada Net-zero","Nunavut","Total",2048,500.171884664
"Canada Net-zero","Ontario","Bioenergy",2048,11596.9221885
"Canada Net-zero","Ontario","Bioenergy with CCUS",2048,2365.2
